//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
//8PM
 10 5 5 210 194 182 255 255 255 94 103 189 214 163 92 255 255 0 255 128 0 2.00 0.30 1.00 125 60 0 800.00 10.00 1.00 180 50 26 242 94 22 67 67 67 240 255 121 102 80 255 44 24 0 25 150 0
//10PM
 22 12 15 255 222 222 255 255 255 28 45 64 51 82 119 255 128 0 5 8 0 1.00 0.30 0.30 160 100 0 800.00 10.00 1.00 70 27 10 15 11 34 67 67 62 240 255 124 124 124 255 44 24 0 25 80 0
//
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 33 33 33 210 188 166 255 255 255 26 35 53 40 62 87 255 128 0 5 0 0 1.00 0.40 0.60 200 100 0 800.00 155.00 1.00 30 20 0 3 3 3 85 85 65 240 255 57 87 87 255 21 27 88 122 90 0
//5AM
 33 33 33 210 194 182 255 255 255 37 55 82 41 69 99 255 128 0 255 128 0 0.00 0.40 1.00 150 100 0 800.00 155.00 1.00 35 9 10 27 30 36 53 104 104 240 255 50 78 114 255 34 40 30 122 90 0
//6AM
 33 33 33 210 194 182 255 255 255 82 142 233 248 213 92 255 128 0 255 255 0 8.40 0.30 0.90 140 93 0 800.00 100.00 0.80 100 34 25 120 92 88 54 130 205 240 255 86 86 86 255 149 94 0 122 120 0
//7AM
 20 11 5 210 194 182 255 255 255 98 130 204 112 141 203 255 128 0 255 255 0 1.20 0.20 0.10 236 50 75 800.00 100.00 0.50 120 40 40 159 142 106 145 170 170 240 255 106 106 106 255 96 61 15 122 180 0
//Midday
 15 7 0 210 194 182 255 255 255 82 102 218 140 154 208 255 128 0 255 255 0 2.50 1.00 0.10 236 0 190 800.00 80.00 0.00 44 34 23 145 164 183 129 155 188 240 255 73 58 44 255 34 53 28 122 180 0
//7PM
 15 11 0 210 194 182 255 255 255 101 126 216 142 157 198 255 128 0 255 255 0 4.30 0.30 0.40 222 40 75 800.00 10.00 0.80 209 190 222 150 125 170 50 97 97 240 255 108 136 96 255 125 49 13 122 180 0
//8PM
 15 5 0 210 194 182 255 255 255 101 117 192 199 151 103 255 128 0 255 255 0 2.00 0.30 0.70 100 60 0 800.00 10.00 1.00 156 126 126 182 136 99 67 67 67 240 255 121 93 71 255 44 24 0 122 120 0
//10PM
 33 12 12 210 194 182 255 255 255 20 32 52 52 84 133 255 128 0 5 8 0 1.00 0.30 0.60 160 100 0 800.00 10.00 1.00 70 27 10 15 11 34 67 67 62 240 255 117 124 83 255 66 27 0 122 90 0
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 10 30 30 157 176 208 255 255 255 10 10 10 10 23 33 10 10 0 10 0 0 1.00 1.00 0.20 200 100 0 700.00 79.00 1.00 30 20 0 23 28 30 55 55 66 240 255 124 124 124 255 45 49 32 155 51 0
//5AM
 10 24 27 160 171 202 255 255 255 10 10 10 10 22 33 10 10 0 10 0 0 1.00 1.00 0.10 200 100 0 700.00 -22.00 1.00 70 27 10 23 28 30 55 55 66 240 255 80 85 91 255 98 120 120 155 100 0
//6AM
 16 31 31 163 187 192 255 255 255 22 22 22 15 25 27 0 0 0 0 0 0 3.40 0.90 0.10 200 100 0 700.00 90.00 0.80 100 34 25 23 28 30 77 77 88 240 255 63 80 80 255 122 122 90 155 180 0
//7AM
 22 22 22 190 176 169 255 255 255 159 160 154 162 163 154 0 0 0 0 0 0 0.00 0.70 0.10 80 50 0 700.00 -22.00 0.50 120 40 40 92 116 125 77 77 88 240 255 124 124 124 255 45 28 12 155 180 0
//Midday
 22 22 22 190 176 169 255 255 255 105 108 112 119 122 125 10 10 0 10 0 0 2.80 0.50 0.10 80 0 120 700.00 -22.00 0.30 209 207 205 118 127 140 125 125 125 240 255 65 65 65 255 88 88 88 155 180 0
//7PM
 22 22 22 190 176 169 255 255 255 121 123 128 117 119 123 0 0 0 0 0 0 3.50 1.00 0.10 80 0 0 700.00 -22.00 0.80 209 207 205 116 124 137 123 128 134 240 255 44 44 44 255 122 122 122 155 180 0
//8PM
 22 22 22 190 176 169 255 255 255 34 56 62 62 72 75 0 0 0 0 0 0 0.00 1.00 0.10 80 50 0 700.00 -22.00 1.00 120 100 100 46 58 61 122 126 134 240 255 90 90 90 255 90 122 122 155 180 0
//10PM
 24 28 20 222 200 200 255 255 255 15 15 20 20 22 22 10 10 0 10 0 0 1.00 1.00 0.40 200 100 0 700.00 111.00 1.00 70 27 10 23 28 30 10 70 60 240 255 64 64 100 255 69 70 87 155 20 0
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 20 30 30 133 133 133 255 255 255 10 20 31 7 27 48 255 128 0 5 0 0 1.00 0.50 0.40 200 100 0 450.00 100.00 1.00 30 20 0 3 3 3 19 40 52 240 255 66 66 66 255 88 56 28 50 120 0
//5AM
 20 30 30 143 143 143 255 255 255 29 43 63 35 65 101 255 128 0 255 0 0 0.00 0.30 1.00 150 100 0 454.00 100.00 1.00 70 27 10 50 43 36 21 41 56 240 255 66 99 66 255 88 47 23 50 120 0
//6AM
 30 30 30 188 188 188 255 255 255 121 157 196 215 174 125 255 128 0 255 128 0 3.00 0.20 0.90 140 100 0 455.00 66.00 0.80 100 34 25 120 92 88 178 160 160 200 255 124 124 124 255 45 47 23 50 120 70
//7AM
 24 26 30 188 188 188 255 255 255 74 116 202 125 151 227 255 128 0 255 0 0 3.30 1.00 0.10 100 50 0 455.00 66.00 0.50 120 40 40 159 142 106 145 170 170 240 255 55 62 64 255 66 66 80 50 120 0
//Midday
 30 30 30 188 188 188 255 255 255 63 99 207 98 137 227 255 255 0 255 128 0 2.50 1.00 0.10 150 0 150 455.00 66.00 1.00 135 182 220 225 255 252 54 135 137 240 255 134 100 62 255 45 66 36 50 120 0
//7PM
 30 30 30 163 163 163 255 255 255 67 108 216 108 142 232 255 128 0 255 255 0 3.30 1.00 0.20 110 40 0 455.00 66.00 0.80 227 251 251 207 216 211 4 82 128 240 255 142 62 34 255 66 66 44 50 120 0
//8PM
 30 30 30 163 163 163 255 255 255 84 131 177 219 164 89 255 128 0 255 255 0 2.00 0.60 0.30 100 60 0 455.00 66.00 1.00 125 130 155 244 154 115 189 123 148 240 255 124 66 44 255 66 55 23 50 120 0
//10PM
 13 13 30 143 143 143 255 255 255 17 29 49 13 44 65 255 5 8 5 8 0 1.00 0.50 0.50 160 100 0 455.00 66.00 1.00 70 27 10 0 0 0 44 73 96 240 255 124 124 124 255 45 47 23 50 112 0
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 20 30 30 133 133 133 255 255 255 22 23 37 20 29 44 230 221 172 5 0 0 1.00 0.50 0.40 200 100 0 450.00 100.00 1.00 30 20 0 3 3 3 7 16 20 240 255 66 66 66 255 88 56 28 0 120 0
//5AM
 20 30 30 143 143 143 255 255 255 13 35 57 18 48 80 255 128 0 255 0 0 0.00 0.30 1.00 150 100 0 454.00 100.00 1.00 70 27 10 50 43 36 21 41 56 240 255 66 99 66 255 88 47 23 0 120 0
//6AM
 16 20 27 188 188 188 255 255 255 95 131 184 223 181 83 253 165 5 253 188 91 2.70 0.20 0.20 140 100 0 455.00 66.00 0.80 196 164 68 230 187 60 79 69 57 200 255 86 86 86 255 166 94 0 0 120 0
//7AM
 12 0 0 188 188 188 255 255 255 95 143 197 105 158 201 254 204 33 255 128 0 1.70 1.00 0.10 100 50 0 455.00 66.00 0.50 217 214 202 220 214 201 11 126 136 240 255 86 86 86 255 166 94 0 0 120 0
//Midday
 30 30 30 188 188 188 255 255 255 77 119 230 104 138 230 255 255 0 255 128 0 2.50 1.00 0.10 150 0 150 455.00 66.00 1.00 233 228 228 227 247 249 44 122 252 240 255 90 78 48 255 45 66 36 0 120 0
//7PM
 30 30 30 163 163 163 255 255 255 74 141 208 142 121 225 255 255 0 255 128 0 3.30 1.00 0.20 110 40 0 455.00 66.00 0.80 228 174 240 136 155 196 63 119 133 240 255 56 37 61 255 84 35 27 0 120 0
//8PM
 30 30 30 163 163 163 255 255 255 65 147 190 237 154 63 255 255 0 234 183 77 2.00 0.60 0.30 100 60 0 455.00 66.00 1.00 188 80 48 125 56 45 189 123 148 240 255 124 66 44 255 66 55 23 0 120 0
//10PM
 13 13 30 141 141 141 255 255 255 14 26 37 31 47 75 255 5 8 5 8 0 1.00 0.50 0.50 160 100 0 455.00 66.00 1.00 70 27 10 0 0 0 35 35 35 240 255 124 124 124 255 45 47 23 0 112 0
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
30 30 30	108 108 101	255 255 255	11 11 11	11 11 11	10 10 0	10 0 0	1.00 1.00 1.00 200 100 0	1150.00 -22.00 1.00 30 20 0	23 28 30	55 55 66 240	255 64 64 12	255 88 66 66	155 0 0
//5AM
30 22 30	108 108 101	255 255 255	14 14 14	14 14 14	10 10 0	10 0 0	0.00 1.00 1.00 200 100 0	1150.00 -22.00 1.00 70 27 10	23 28 30	55 55 66 240	255 77 67 52	255 85 72 66	155 0 0
//6AM
 30 30 30 153 153 153 255 255 255 41 46 47 31 36 37 10 10 0 10 0 0 3.40 0.90 0.90 200 100 0 1150.00 -22.00 0.80 100 34 25 23 28 30 77 77 88 240 255 64 64 64 255 77 77 77 155 0 100
//7AM
5 5 12	153 153 153	255 255 255	62 72 75	62 72 75	10 10 0	10 0 0	0.00 0.70 0.80 200 50 0	1150.00 -22.00 0.50 120 40 40	46 58 61	77 77 88 240	255 124 124 124	255 48 48 48	155 0 0
//Midday
 5 5 12 122 123 123 255 255 255 125 145 151 125 145 151 10 10 0 10 0 0 2.80 0.50 0.70 80 0 120 1150.00 -22.00 0.30 120 100 100 92 116 123 125 125 125 240 255 124 124 124 255 48 48 48 155 0 0
//7PM
 5 30 30 123 123 123 255 255 255 62 72 75 62 72 75 10 10 0 10 0 0 3.50 1.00 1.00 80 0 0 1150.00 -22.00 0.80 120 100 100 46 58 61 123 128 134 240 255 124 124 124 255 48 48 48 155 0 0
//8PM
30 30 30	108 108 108	255 255 255	62 72 75	62 72 75	10 10 0	10 0 0	2.00 1.00 1.00 80 50 0	1150.00 -22.00 1.00 120 100 100	46 58 61	122 126 134 240	255 64 64 55	255 48 48 48	155 0 0
//10PM
30 30 30	108 108 108	255 255 255	41 46 47	31 36 37	10 10 0	10 0 0	1.00 1.00 1.00 200 100 0	1150.00 -22.00 1.00 70 27 10	23 28 30	77 77 88 240	255 64 64 12	255 48 48 48	155 0 0
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
20 30 30	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	1.00 1.00 0.50 200 100 0	650.00 5.00 1.00 30 20 0	0 0 0	59 68 77 240	255 124 124 124	255 16 48 10	155 0 0
//5AM
20 30 30	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	0.00 1.00 0.60 200 100 0	650.00 5.00 1.00 70 27 10	0 0 0	59 68 77 240	255 124 124 124	255 0 48 20	155 0 0
//6AM
20 30 30	135 173 197	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	3.40 0.90 0.40 200 100 0	650.00 5.00 0.90 100 34 25	0 0 0	62 72 77 240	255 124 124 124	255 0 48 20	155 0 100
//7AM
20 30 30	135 173 197	255 255 255	40 40 40	50 50 50	0 0 0	0 0 0	2.50 0.70 0.40 80 80 0	650.00 5.00 0.80 120 40 40	0 0 0	107 117 122 240	255 124 124 124	255 0 48 20	155 0 0
//Midday
 20 30 30 186 186 186 255 255 255 80 80 80 70 70 70 0 0 0 0 0 0 1.00 0.50 0.10 80 50 120 650.00 5.00 0.70 120 100 100 0 0 0 141 141 140 240 255 124 124 124 255 30 38 30 155 0 0
//7PM
20 30 30	135 173 193	255 255 255	80 80 80	70 70 70	0 0 0	0 0 0	3.50 1.00 0.50 80 50 0	650.00 5.00 0.90 120 40 40	0 0 0	116 135 144 240	255 124 124 124	255 10 46 22	155 0 0
//8PM
20 30 30	167 198 223	255 255 255	40 40 40	70 70 70	0 0 0	0 0 0	2.00 1.00 1.00 80 80 0	650.00 5.00 1.00 120 40 40	0 0 0	132 176 189 240	255 124 124 124	255 0 48 20	155 0 0
//10PM
 20 30 30 167 198 223 255 255 255 40 40 40 50 50 50 0 0 0 0 0 0 1.00 1.00 1.00 200 100 0 650.00 5.00 1.00 70 27 10 0 0 0 161 176 189 240 255 124 124 124 255 0 48 20 155 0 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 33 33 33 141 141 141 255 255 255 0 40 40 0 40 40 10 10 0 10 0 0 1.00 1.00 0.70 60 50 0 150.00 -200.00 1.00 30 20 0 0 0 0 120 120 125 240 255 124 124 124 255 30 30 32 0 120 0
//5AM
 33 33 33 210 141 141 255 255 255 0 45 45 0 45 45 10 10 0 10 0 0 0.00 1.00 0.70 60 50 0 150.00 -200.00 1.00 70 27 10 0 0 0 120 120 125 240 255 124 124 124 255 30 30 32 0 120 0
//6AM
 33 33 33 141 141 141 255 255 255 0 45 45 0 45 45 0 10 0 10 0 0 3.40 0.90 0.70 60 50 0 150.00 -200.00 0.80 100 34 25 0 0 0 128 128 125 240 255 124 124 124 255 30 30 32 0 120 100
//7AM
33 33 33	141 141 141	255 255 255	40 50 50	40 50 50	10 10 0	10 0 0	2.50 0.70 0.70 60 50 0	150.00 -200.00 0.60 120 40 40	0 0 0	128 128 125 240	255 124 124 124	255 30 30 32	0 120 0
//Midday
 13 13 13 141 141 141 255 255 255 146 155 155 127 144 144 10 10 0 10 0 0 1.00 0.50 0.30 60 50 60 250.00 -30.00 0.30 120 100 100 0 0 0 128 128 128 240 255 124 124 124 255 30 30 32 0 120 0
//7PM
 13 13 13 141 141 141 255 255 255 100 100 105 100 100 105 10 10 0 10 0 0 3.50 1.00 0.30 60 50 0 150.00 -70.00 0.80 120 40 40 0 0 0 123 123 124 240 255 124 124 124 255 30 30 32 0 111 0
//8PM
 13 13 13 141 141 141 255 255 255 41 60 60 35 53 50 10 10 0 10 0 0 2.00 1.00 1.00 60 50 0 150.00 -80.00 1.00 120 40 40 0 0 0 122 121 124 240 255 124 124 124 255 30 30 32 0 120 0
//10PM
33 33 33	141 141 141	255 255 255	0 40 40	0 40 40	10 10 0	10 0 0	1.00 1.00 0.70 60 50 0	150.00 -100.00 1.00 70 27 10	0 0 0	123 124 120 240	255 124 124 124	255 30 30 32	0 120 0
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 25 22 22 144 137 137 255 255 255 2 3 5 6 4 7 255 255 0 5 0 0 1.00 0.30 0.80 200 100 0 1000.00 100.00 1.00 30 20 0 3 3 3 38 38 55 240 255 64 64 64 255 88 27 0 122 0 0
//5AM
 24 16 25 138 138 138 255 255 255 20 4 19 31 11 27 255 128 0 255 0 0 0.00 0.30 0.80 150 100 0 1000.00 100.00 1.00 70 27 10 50 43 36 53 62 68 240 255 64 64 152 255 79 27 0 122 0 0
//6AM
 0 5 10 188 188 188 255 255 255 111 157 191 225 163 100 255 255 62 227 149 43 8.40 0.40 0.10 140 100 0 1000.00 100.00 0.80 113 53 80 199 79 62 240 107 76 240 255 64 64 64 255 77 66 0 122 0 0
//7AM
 13 13 1 188 188 188 255 255 255 107 159 199 103 154 192 255 128 0 255 0 0 3.30 0.20 0.10 100 50 0 1000.00 100.00 0.50 198 227 227 174 192 198 87 126 195 240 255 64 64 64 255 64 64 22 122 0 0
//Midday
 13 13 1 188 188 188 255 255 255 62 121 193 109 160 211 255 255 0 255 128 0 2.50 0.10 0.30 150 0 150 1000.00 10.00 1.00 194 203 209 206 251 253 32 124 174 240 255 87 64 40 255 95 126 46 122 88 0
//7PM
 1 1 1 163 159 163 255 255 255 78 143 209 125 159 238 255 255 0 255 128 0 3.50 0.20 1.00 110 40 0 1000.00 10.00 0.80 237 194 156 240 202 145 73 148 203 240 255 79 62 49 255 153 55 13 122 0 0
//8PM
 1 1 0 137 137 137 255 255 255 86 140 190 202 162 87 255 217 0 252 96 20 2.00 0.20 1.00 100 60 0 1000.00 10.00 1.00 225 183 96 230 206 125 213 145 213 240 255 44 71 86 255 83 11 0 122 0 0
//10PM
 12 6 12 138 138 138 255 255 255 14 14 27 27 27 54 255 5 8 5 8 0 1.00 0.30 0.60 160 100 0 1000.00 10.00 1.00 20 9 3 0 0 0 67 67 62 240 255 124 124 124 255 34 27 0 122 0 0
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
 22 22 22 163 163 163 255 255 255 3 2 7 8 7 12 255 255 0 5 0 0 1.00 0.30 0.70 200 100 0 1000.00 200.00 1.00 30 20 0 3 3 3 21 16 10 240 255 77 77 77 255 88 66 41 0 30 0
//5AM
 12 12 12 163 163 163 255 255 255 11 16 36 17 33 62 255 128 0 255 0 0 0.00 0.40 0.50 150 100 0 1000.00 200.00 1.00 70 27 10 50 43 36 53 62 68 240 255 124 106 116 255 52 27 0 0 90 0
//6AM
 12 12 12 188 188 188 255 255 255 98 162 219 234 170 74 255 255 0 228 179 27 8.40 1.00 0.10 140 100 0 1000.00 0.00 0.80 223 153 49 240 200 115 185 160 160 240 255 66 66 66 255 90 70 20 0 90 0
//7AM
 13 4 0 188 188 188 255 255 255 85 152 234 136 182 238 255 128 0 255 0 0 3.70 1.00 0.00 100 50 0 1000.00 0.00 0.50 156 203 207 220 232 233 145 170 170 240 255 124 60 60 255 89 91 44 0 90 0
//Midday
 13 13 0 188 188 188 255 255 255 73 116 228 112 162 254 255 255 0 255 128 0 2.50 1.00 0.00 150 0 150 1000.00 10.00 1.00 156 175 184 239 249 250 9 100 251 240 255 91 72 36 255 92 123 28 0 90 0
//7PM
 13 13 0 163 163 163 255 255 255 84 154 211 130 176 223 255 255 0 254 58 1 2.50 0.30 0.40 110 40 0 1000.00 10.00 0.80 216 223 226 176 186 187 143 121 87 240 255 69 82 46 255 114 57 27 0 90 0
//8PM
 13 13 0 163 163 163 255 255 255 88 127 156 218 151 69 255 255 0 218 132 37 2.00 0.50 0.60 100 60 0 1000.00 10.00 1.00 240 196 136 236 183 72 213 140 215 240 255 36 87 115 255 136 40 69 0 90 0
//10PM
 22 22 23 163 163 163 255 255 255 10 9 26 16 15 45 255 5 8 5 8 0 1.00 0.50 0.70 160 100 0 1000.00 200.00 1.00 70 27 10 0 0 0 6 6 6 240 255 77 77 77 255 122 55 33 0 30 0
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha
//Midnight
2 20 33	163 163 163	255 255 255	22 33 44	11 23 44	0 0 0	0 0 0	0.00 1.00 1.00 200 100 0	1000.00 100.00 1.00 30 20 0	3 3 3	38 38 55 240	255 66 124 124	255 34 27 0	44 0 0
//5AM
